ID;Name;Relationship;Model;IsActive;CrossFilteringBehavior;RelyOnReferentialIntegrity;FromTable;FromColumn;FromCardinality;ToTable;ToColumn;ToCardinality;State;SecurityFilteringBehavior
4960147;"b4552a1a-8220-4add-9e42-a6f666af052f";"'FACT_EGRESOS'[FECHA_ADMISION] *[<-]1 'LocalDateTable_ad08a943-f408-4c5b-a38e-e60ecc23ca67'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_EGRESOS";"FECHA_ADMISION";"Many";"LocalDateTable_ad08a943-f408-4c5b-a38e-e60ecc23ca67";"Date";"One";"Ready";"Single"
5552731;"AutoDetected_1e75079c-04e2-4cf8-a591-81267bc98c24";"'FACT_EGRESOS'[SERVICIO_HOMOLOGADO] *[<-]1 'DIM_SERVICIO'[SERVICIO_HOMOLOGADO]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_EGRESOS";"SERVICIO_HOMOLOGADO";"Many";"DIM_SERVICIO";"SERVICIO_HOMOLOGADO";"One";"Ready";"Single"
6156189;"51795acd-5f4e-47ee-9126-901b032d682a";"'FACT_EGRESOS'[EGRESO_EPICRISIS] *[<-]1 'LocalDateTable_38204903-9b9f-49e9-b82d-554d01f65f83'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_EGRESOS";"EGRESO_EPICRISIS";"Many";"LocalDateTable_38204903-9b9f-49e9-b82d-554d01f65f83";"Date";"One";"Ready";"Single"
6156190;"dc40de08-ef12-d757-46ea-26693dca4283";"'FACT_EGRESOS'[EGRESO_FACTURACION] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_EGRESOS";"EGRESO_FACTURACION";"Many";"Calendario";"Date";"One";"Ready";"Single"
8048860;"4bfb597d-8fb4-2651-df71-17ebdb30275e";"'FACT_EGRESOS'[ENTIDAD] *[<-]1 'TERCERO'[OID]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_EGRESOS";"ENTIDAD";"Many";"TERCERO";"OID";"One";"Ready";"Single"
5456698;"8c64157f-cf3f-4c75-abab-2fa00d15cd6f";"'FACT_ESTANCIA'[FECHA_INGRESO] *[<-]1 'LocalDateTable_9cda7ada-0277-4871-974d-2a3bb03d75f3'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_ESTANCIA";"FECHA_INGRESO";"Many";"LocalDateTable_9cda7ada-0277-4871-974d-2a3bb03d75f3";"Date";"One";"Ready";"Single"
5456699;"df47f061-9f0e-49b5-bebd-5115ea5aa154";"'FACT_ESTANCIA'[INGRESO_CAMA] *[<-]1 'LocalDateTable_7fccc83d-043a-4364-9068-9b643b491300'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_ESTANCIA";"INGRESO_CAMA";"Many";"LocalDateTable_7fccc83d-043a-4364-9068-9b643b491300";"Date";"One";"Ready";"Single"
5456700;"9b7d36a8-28d2-43eb-a22d-8f5d68c42803";"'FACT_ESTANCIA'[EGRESO_CAMA] *[<-]1 'LocalDateTable_60bc3055-891f-4613-b2f0-8c1c300b1dde'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_ESTANCIA";"EGRESO_CAMA";"Many";"LocalDateTable_60bc3055-891f-4613-b2f0-8c1c300b1dde";"Date";"One";"Ready";"Single"
5552732;"AutoDetected_10857ab2-09aa-425a-9b53-36913db5a842";"'FACT_ESTANCIA'[SERVICIO_HOMOLOGADO] *[<-]1 'DIM_SERVICIO'[SERVICIO_HOMOLOGADO]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_ESTANCIA";"SERVICIO_HOMOLOGADO";"Many";"DIM_SERVICIO";"SERVICIO_HOMOLOGADO";"One";"Ready";"Single"
8049745;"85ac61bb-a398-5375-9714-0b58b714ad59";"'FACT_ESTANCIA'[ENTIDAD] *[<-]1 'TERCERO'[OID]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"FACT_ESTANCIA";"ENTIDAD";"Many";"TERCERO";"OID";"One";"Ready";"Single"
6164073;"2a800857-4266-4902-914f-cea6b3dcbfb4";"'PORCENTAJE_OCUPACIONAL'[FECHA_EGR] *[<-]1 'LocalDateTable_b2587bf2-0d3f-4941-b550-9d4883e4392a'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"PORCENTAJE_OCUPACIONAL";"FECHA_EGR";"Many";"LocalDateTable_b2587bf2-0d3f-4941-b550-9d4883e4392a";"Date";"One";"Ready";"Single"
6434651;"f924549e-39a6-494e-8582-d8943e0424ac";"'PORCENTAJE_OCUPACIONAL'[FECHA_ING] *[<-]1 'LocalDateTable_edde8baf-b13f-46b9-bf8b-559c92af05b1'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"PORCENTAJE_OCUPACIONAL";"FECHA_ING";"Many";"LocalDateTable_edde8baf-b13f-46b9-bf8b-559c92af05b1";"Date";"One";"Ready";"Single"
6434652;"93a7c560-c366-2cea-9971-31e4b43f2ccd";"'PORCENTAJE_OCUPACIONAL'[FECHADES] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"PORCENTAJE_OCUPACIONAL";"fechades";"Many";"Calendario";"Date";"One";"Ready";"Single"
7605283;"AutoDetected_5dd3e2fa-b334-42bc-a053-318a22c8c5d6";"'PORCENTAJE_OCUPACIONAL'[SERVICIO_HOMOLOGADO] *[<-]1 'DIM_SERVICIO'[SERVICIO_HOMOLOGADO]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"PORCENTAJE_OCUPACIONAL";"SERVICIO_HOMOLOGADO";"Many";"DIM_SERVICIO";"SERVICIO_HOMOLOGADO";"One";"Ready";"Single"
7349967;"71053b0f-96d5-48dd-a784-829295855dd7";"'LABORATORIOS_PATOLOGICOS'[FechaSolicitud] *[<-]1 'LocalDateTable_6bc42647-bc47-43c6-a914-9a80782b02c8'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"LABORATORIOS_PATOLOGICOS";"FechaSolicitud";"Many";"LocalDateTable_6bc42647-bc47-43c6-a914-9a80782b02c8";"Date";"One";"Ready";"Single"
7349968;"b18779a7-0ceb-3ff2-f3e4-17a5e9d227b6";"'LABORATORIOS_PATOLOGICOS'[FechaRealizado] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"LABORATORIOS_PATOLOGICOS";"FechaRealizado";"Many";"Calendario";"Date";"One";"Ready";"Single"
